query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
eeuss绿化工具	0.166666666667	500.0	109.0	0.166666666667	500.0	109.0	0.166666666667	0.204119850187	0.166666666667	0.204119850187	1.0	0.0315880706737	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.333333333333	205.0	90.0	0	-1	0	0.5	0.528028933092	0.0	0.0	0.0	0.0	3	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	-0.166666666667	295.0	19.0	0.166666666667	501.0	109.0	-0.333333333333	-0.323909082905	0.166666666667	0.204119850187	1.0	0.0315880706737	-2	0	0	-1	0	-1.0	-1.0	0.0	0.0	0.0	0.0	-2	0	0	0	0	
move+free维骨力	1.0	5.0	110.0	1.0	5.0	110.0	1.0	1.0	0.4	0.40782122905	2.0	0.0628232020103	3	0	0	1	0	1.0	1.0	0.8	0.844036697248	4.0	0.126278094199	3	0	0	0	0	0.333333333333	205.0	90.0	0.2	409.0	228.0	0.6	0.701030927835	0.2	0.39175257732	1.0	0.0312527335208	2	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.666666666667	-200.0	20.0	0.8	-404.0	-118.0	0.4	0.298969072165	0.2	0.0160686517307	1.0	0.0315704684896	1	0	0	1	0	0.0	0.0	0.8	0.844036697248	4.0	0.126278094199	1	0	0	-1	0	
3194错误的解决方法	1.0	5.0	111.0	1.0	5.0	111.0	0.8	0.848484848485	0.6	0.590017825312	3.0	0.0902033675924	2	0	0	1	0	0.8	0.835907335907	0.8	0.835907335907	4.0	0.130255055906	2	0	0	0	0	1.0	24.0	121.0	0.142857142857	874.0	140.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	1	0.666666666667	0.683121019108	0.166666666667	0.222929936306	1.0	0.0289635205559	3	0	0	1	0	0.0	-19.0	-10.0	0.857142857143	-869.0	-29.0	-0.2	-0.151515151515	0.6	0.590017825312	3.0	0.0902033675924	-1	0	0	0	-1	0.133333333333	0.152786316799	0.633333333333	0.612977399602	3.0	0.10129153535	-1	0	0	-1	0	
赛轮金宇股票	1.0	5.0	370.0	0.333333333333	488.0	109.0	0.666666666667	0.849290780142	0.333333333333	0.193262411348	1.0	0.0299078541485	2	0	0	0	0	0.285714285714	0.463383838384	0.142857142857	0.272727272727	1.0	0.0230018587361	2	0	0	1	0	1.0	5.0	408.0	0.25	789.0	118.0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0.714285714286	0.807095343681	0.285714285714	0.383592017738	2.0	0.0403305785124	3	0	0	1	0	0.0	0.0	-38.0	0.0833333333333	-301.0	-9.0	-0.333333333333	-0.150709219858	0.333333333333	0.193262411348	1.0	0.0299078541485	1	0	0	0	0	-0.428571428571	-0.343711505297	-0.142857142857	-0.110864745011	-1.0	-0.0173287197763	-1	0	0	0	0	
逆战4月活动	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.836852207294	0.8	0.836852207294	4.0	0.129505026793	1	0	0	0	0	1.0	1.0	1.0	1.0	5.0	0.156185460553	1	0	0	0	0	1.0	5.0	146.0	0.5	163.0	118.0	1.0	1.0	0.2	0.220973782772	1.0	0.0340619679946	2	0	0	0	0	0.8	0.862123613312	0.2	0.291600633914	1.0	0.0288258176055	3	0	0	1	0	0.0	0.0	-37.0	0.5	-158.0	-9.0	-0.2	-0.163147792706	0.6	0.615878424522	3.0	0.0954430587984	-1	0	0	0	0	0.2	0.137876386688	0.8	0.708399366086	4.0	0.127359642948	-2	0	0	-1	0	
黄一鸣	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	0.666666666667	0.688935281837	5.0	0.213638233308	2	1	0	0	0	0.857142857143	0.894014962594	0.714285714286	0.788029925187	7.0	0.195343425822	4	1	0	0	0	1.0	5.0	113.0	0.2	474.0	136.0	1.0	1.0	0.2	0.244165170557	1.0	0.0276285294598	3	1	0	0	0	1.0	1.0	0.4	0.495294117647	5.0	0.152889839572	5	0	0	1	0	0.0	0.0	97.0	0.8	-469.0	74.0	0.0	0.0	0.466666666667	0.444770111281	4.0	0.186009703848	-1	0	0	0	0	-0.142857142857	-0.105985037406	0.314285714286	0.29273580754	2.0	0.0424535862499	-1	1	0	-1	0	
小小新娘花歌曲	1.0	5.0	236.0	0.333333333333	434.0	263.0	1.0	1.0	0.333333333333	0.396084337349	4.0	0.12329242621	2	0	0	1	0	1.0	1.0	0.142857142857	0.233333333333	4.0	0.0909624122264	3	0	0	1	0	1.0	5.0	146.0	0.5	163.0	132.0	1.0	1.0	0.5	0.496183206107	2.0	0.0778903539209	2	0	0	0	0	1.0	1.0	0.333333333333	0.795991091314	13.0	0.025595464669	4	0	0	1	0	0.0	0.0	90.0	-0.166666666667	271.0	131.0	0.0	0.0	-0.166666666667	-0.100098868757	2.0	0.0454020722895	0	0	0	1	0	0.0	0.0	-0.190476190476	-0.562657757981	-9.0	0.0653669475574	-1	0	0	0	0	
孙艺珍在韩国的地位	1.0	5.0	111.0	1.0	5.0	111.0	0.6	0.660317460317	0.4	0.366666666667	2.0	0.0592612261757	3	0	0	1	0	1.0	1.0	0.8	0.802946593002	4.0	0.124258045965	2	0	0	1	0	1.0	5.0	158.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	0.634343434343	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	-47.0	1.0	6.0	111.0	-0.4	-0.339682539683	0.4	0.366666666667	2.0	0.0592612261757	2	0	0	0	0	0.5	0.365656565657	0.8	0.802946593002	4.0	0.124258045965	0	0	0	0	0	
丽东化工	0.5	104.0	125.0	0.25	346.0	203.0	0.75	0.830677290837	0.25	0.40438247012	1.0	0.166864141945	3	1	1	1	0	0.666666666667	0.694267515924	0.666666666667	0.694267515924	4.0	0.107439679871	1	0	0	0	0	0.5	105.0	90.0	0.166666666667	621.0	228.0	0.4	0.528028933092	0.0	0.0	0.0	0.0	2	1	0	1	0	0.6	0.76	0.2	0.314482758621	1.0	0.0250884012539	3	0	0	0	0	0.0	-1.0	35.0	0.0833333333333	-275.0	-25.0	0.35	0.302648357744	0.25	0.40438247012	1.0	0.166864141945	1	0	1	0	0	0.0666666666667	-0.0657324840764	0.466666666667	0.379784757303	3.0	0.0823512786173	-2	0	0	0	0	
奥迪a8选装配置价格表	1.0	5.0	109.0	1.0	5.0	109.0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	0.8	0.829317269076	0.6	0.658634538153	3.0	0.101614636987	2	0	0	0	0	1.0	5.0	156.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.8	0.83738317757	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	-47.0	1.0	6.0	109.0	-0.4	-0.342052313883	0.6	0.657947686117	3.0	0.101819092997	-1	0	0	-1	0	0.0	-0.00806590849379	0.6	0.658634538153	3.0	0.101614636987	-1	0	0	-1	0	
芋头糕	1.0	5.0	340.0	1.0	5.0	340.0	1.0	1.0	1.0	1.0	4.0	0.110517513336	2	1	0	0	0	1.0	1.0	0.875	0.892452830189	11.0	0.211564494634	4	0	0	0	1	1.0	5.0	112.0	0.5	129.0	200.0	1.0	1.0	0.666666666667	0.787476280835	4.0	0.254835259617	3	0	0	0	0	1.0	1.0	0.142857142857	0.266044340723	1.0	0.0212241434178	4	1	0	0	1	0.0	0.0	228.0	0.5	-124.0	140.0	0.0	0.0	0.333333333333	0.212523719165	0.0	-0.144317746281	-1	1	0	0	0	0.0	0.0	0.732142857143	0.626408489465	10.0	0.190340351216	0	-1	0	0	0	
腌黄瓜	1.0	5.0	250.0	1.0	5.0	250.0	1.0	1.0	1.0	1.0	4.0	0.123935603549	2	1	0	0	0	1.0	1.0	1.0	1.0	13.0	0.254572718772	4	0	0	0	1	1.0	5.0	112.0	0.5	129.0	118.0	1.0	1.0	0.75	0.806228373702	3.0	0.0934004403901	3	1	0	0	0	1.0	1.0	0.666666666667	0.696629213483	4.0	0.0892257405516	3	0	0	1	0	0.0	0.0	138.0	0.5	-124.0	132.0	0.0	0.0	0.25	0.193771626298	1.0	0.030535163159	-1	0	0	0	0	0.0	0.0	0.333333333333	0.303370786517	9.0	0.165346978221	1	0	0	-1	1	
混沌战域仙翼3升4	0.5	104.0	109.0	0.5	104.0	109.0	0.75	0.831349206349	0.25	0.21626984127	1.0	0.0334683129757	2	0	0	1	0	1.0	1.0	0.166666666667	0.152661064426	1.0	0.0236246915123	2	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.5	0.531418312388	0.0	0.0	0.0	0.0	2	0	0	1	0	0.75	0.783042394015	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.5	99.0	19.0	0.5	105.0	109.0	0.25	0.299930893961	0.25	0.21626984127	1.0	0.0334683129757	0	0	0	0	0	0.25	0.216957605985	0.166666666667	0.152661064426	1.0	0.0236246915123	0	0	0	0	0	
2015年4月8日鹈鹕vs勇士	0.25	322.0	210.0	0.25	322.0	210.0	0.2	0.368421052632	0.2	0.368421052632	1.0	0.0359062153525	1	0	0	0	0	0.4	0.441295546559	0.4	0.441295546559	2.0	0.0682916183797	1	0	0	0	0	0.142857142857	605.0	90.0	0	-1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.5	0.508474576271	0.0	0.0	0.0	0.0	1	0	0	0	0	0.107142857143	-283.0	120.0	0.25	323.0	210.0	0.2	0.368421052632	0.2	0.368421052632	1.0	0.0359062153525	1	0	0	0	0	-0.1	-0.0671790297125	0.4	0.441295546559	2.0	0.0682916183797	0	0	0	0	0	
河北省公务员考试真题	0.5	104.0	268.0	0.142857142857	852.0	109.0	0.333333333333	0.611872146119	0.0	0.0	0.0	0.0	1	0	0	0	0	0.5	0.561855670103	0.5	0.561855670103	3.0	0.0869486069061	1	0	0	0	0	1.0	5.0	90.0	0.166666666667	537.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	0.6	0.732307692308	0.2	0.350769230769	1.0	0.0279832167832	3	0	0	1	0	-0.5	99.0	178.0	-0.0238095238095	315.0	-119.0	-0.666666666667	-0.388127853881	0.0	0.0	0.0	0.0	-1	0	0	0	0	-0.1	-0.170452022205	0.3	0.211086439334	2.0	0.0589653901228	-2	0	0	-1	0	
小英雄雨来教案	0.5	104.0	168.0	0	-1	0	0.2	0.330708661417	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	178.0	0	-1	0	0.4	0.526315789474	0.0	0.0	0.0	0.0	2	0	0	0	0	0.8	0.850258175559	0.0	0.0	0.0	0.0	4	0	0	1	0	-0.5	99.0	-10.0	0	0	0	-0.2	-0.195607128056	0.0	0.0	0.0	0.0	-1	0	0	0	0	-0.8	-0.850258175559	0.0	0.0	0.0	0.0	-4	0	0	-1	0	
清明节扫墓作文600字	0.5	104.0	205.0	0	-1	0	0.75	0.83	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	224.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	-0.5	99.0	-19.0	0	0	0	-0.25	-0.17	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	
奥里与迷失森林攻略	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.835589941973	0.6	0.63249516441	3.0	0.0978802499407	2	0	0	1	0	0.8	0.836852207294	0.8	0.836852207294	4.0	0.129505026793	1	0	0	0	0	0.333333333333	205.0	75.0	0.142857142857	653.0	184.0	0.6	0.65130260521	0.0	0.0	0.0	0.0	3	0	0	1	0	1.0	1.0	0.2	0.2944	1.0	0.0291025454545	5	0	0	1	0	0.666666666667	-200.0	34.0	0.857142857143	-648.0	-75.0	0.2	0.184287336762	0.6	0.63249516441	3.0	0.0978802499407	-1	0	0	0	0	-0.2	-0.163147792706	0.6	0.542452207294	3.0	0.100402481338	-4	0	0	-1	0	
全民斩仙媒体礼包	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.828973843058	0.6	0.657947686117	3.0	0.101819092997	2	0	0	0	0	0.6	0.654471544715	0.6	0.654471544715	3.0	0.102853839877	1	0	0	0	0	1.0	5.0	90.0	0	-1	0	0.833333333333	0.837988826816	0.0	0.0	0.0	0.0	1	0	0	0	0	0.75	0.756302521008	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	19.0	1.0	6.0	109.0	-0.0333333333333	-0.00901498375729	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	-0.15	-0.101830976293	0.6	0.654471544715	3.0	0.102853839877	0	0	0	0	0	
川崎玫瑰折法视频	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	1.0	1.0	7.0	0.251343507468	1	0	0	0	0	1.0	1.0	0.166666666667	0.185185185185	1.0	0.0315841709119	2	0	0	1	0	1.0	5.0	206.0	1.0	5.0	206.0	1.0	1.0	0.25	0.396153846154	4.0	0.156979020979	1	0	0	0	0	1.0	1.0	0.166666666667	0.319327731092	1.0	0.0254749172396	4	0	0	0	1	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.75	0.603846153846	3.0	0.0943644864885	0	0	0	0	0	0.0	0.0	0.0	-0.134142545907	0.0	0.0061092536723	-2	0	0	1	-1	
泰国免税店购物攻略	1.0	5.0	89.0	0.5	108.0	109.0	1.0	1.0	0.75	0.823061630219	6.0	0.231614033272	3	0	0	0	1	0.333333333333	0.362126245847	0.333333333333	0.362126245847	2.0	0.0560399659129	1	0	0	0	0	1.0	5.0	162.0	0.142857142857	851.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	1	0.833333333333	0.885976408912	0.166666666667	0.298820445609	1.0	0.0238389133802	2	0	0	1	0	0.0	0.0	-73.0	0.357142857143	-743.0	-119.0	0.0	0.0	0.75	0.823061630219	6.0	0.231614033272	0	0	0	-1	0	-0.5	-0.523850163065	0.166666666667	0.0633058002377	1.0	0.0322010525327	-1	0	0	-1	0	
广东吴川身家过亿富豪	1.0	5.0	107.0	0.25	347.0	109.0	0.6	0.655870445344	0.2	0.220647773279	1.0	0.0341458091898	3	0	0	1	0	0.8	0.802946593002	0.8	0.802946593002	4.0	0.124258045965	1	0	0	0	0	1.0	5.0	156.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.8	0.817610062893	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	-49.0	0.25	348.0	109.0	-0.4	-0.344129554656	0.2	0.220647773279	1.0	0.0341458091898	0	0	0	0	0	0.0	-0.0146634698912	0.8	0.802946593002	4.0	0.124258045965	-2	0	0	-1	0	
兰舍硅藻泥缺点与优点	0.166666666667	500.0	109.0	0.166666666667	500.0	109.0	0.166666666667	0.204119850187	0.166666666667	0.204119850187	1.0	0.0315880706737	1	0	0	0	0	0.75	0.793689320388	0.75	0.793689320388	3.0	0.12282545927	1	0	0	0	0	0.5	105.0	90.0	0.166666666667	509.0	228.0	0.4	0.408163265306	0.0	0.0	0.0	0.0	1	0	0	0	0	0.6	0.732307692308	0.2	0.350769230769	1.0	0.0279832167832	2	0	0	1	0	-0.333333333333	395.0	19.0	0.0	-9.0	-119.0	-0.233333333333	-0.204043415119	0.166666666667	0.204119850187	1.0	0.0315880706737	0	0	0	0	0	0.15	0.0613816280807	0.55	0.442920089619	2.0	0.094842242487	-1	0	0	-1	0	
孙善武在洛阳的贡献	1.0	5.0	202.0	0.2	562.0	109.0	0.25	0.403193612774	0.0	0.0	0.0	0.0	1	0	0	0	0	0.666666666667	0.71807628524	0.666666666667	0.71807628524	4.0	0.111894061292	1	0	0	0	0	1.0	5.0	112.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	90.0	0.2	563.0	109.0	-0.75	-0.596806387226	0.0	0.0	0.0	0.0	-1	0	0	-1	0	-0.333333333333	-0.28192371476	0.666666666667	0.71807628524	4.0	0.111894061292	-1	0	0	-1	0	
精神文明建设工作计划	0.5	104.0	268.0	0.2	584.0	109.0	0.25	0.512428298279	0.0	0.0	0.0	0.0	1	0	0	0	0	0.333333333333	0.36329588015	0.166666666667	0.204119850187	1.0	0.0315880706737	2	0	0	0	0	0.5	105.0	90.0	0.166666666667	507.0	184.0	0.333333333333	0.440514469453	0.166666666667	0.295819935691	1.0	0.0292429114294	2	0	0	0	0	0.5	0.672932330827	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	-1.0	178.0	0.0333333333333	77.0	-75.0	-0.0833333333333	0.0719138288258	-0.166666666667	-0.295819935691	-1.0	-0.0292429114294	-1	0	0	0	0	-0.166666666667	-0.309636450677	0.166666666667	0.204119850187	1.0	0.0315880706737	0	0	0	-1	0	
奇异果和猕猴桃的区别	1.0	5.0	120.0	1.0	5.0	120.0	1.0	1.0	0.5	0.188087774295	1.0	0.0320792206127	2	0	0	0	0	0.875	0.899764150943	0.75	0.775943396226	6.0	0.119349267027	2	0	0	1	0	1.0	5.0	90.0	0.333333333333	277.0	118.0	1.0	1.0	0.25	0.207746478873	1.0	0.0320230473752	3	0	0	1	1	1.0	1.0	0.5	0.587223587224	3.0	0.0697610006701	4	0	0	1	0	0.0	0.0	30.0	0.666666666667	-272.0	2.0	0.0	0.0	0.25	-0.0196587045786	0.0	5.61732375819e-05	-1	0	0	-1	-1	-0.125	-0.100235849057	0.25	0.188719809003	3.0	0.0495882663566	-2	0	0	0	0	
炉石传说新手攻略	1.0	5.0	303.0	1.0	5.0	303.0	1.0	1.0	0.666666666667	0.826171875	8.0	0.202471538104	1	0	0	0	0	0.714285714286	0.793187347932	0.714285714286	0.793187347932	5.0	0.104245244621	2	0	0	0	0	1.0	5.0	90.0	0.111111111111	1033.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	1	1.0	1.0	0.166666666667	0.257046223224	1.0	0.020506303167	4	0	0	1	0	0.0	0.0	213.0	0.888888888889	-1028.0	75.0	0.0	0.0	0.666666666667	0.826171875	8.0	0.202471538104	-1	0	0	0	-1	-0.285714285714	-0.206812652068	0.547619047619	0.536141124708	4.0	0.0837389414536	-2	0	0	-1	0	
谢谢观赏的动态图片	1.0	5.0	120.0	0.2	436.0	109.0	0.4	0.473140495868	0.2	0.22520661157	1.0	0.0348513011152	2	0	0	0	0	0.8	0.835564053537	0.8	0.835564053537	4.0	0.129009787685	1	0	0	0	0	1.0	5.0	179.0	1.0	5.0	179.0	0.4	0.507547169811	0.2	0.337735849057	3.0	0.185094339623	2	0	0	0	0	0.4	0.508474576271	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0	0.0	-59.0	-0.8	431.0	-70.0	0.0	-0.0344066739436	0.0	-0.112529237486	-2.0	-0.150243038507	0	0	0	0	0	0.4	0.327089477266	0.8	0.835564053537	4.0	0.129009787685	0	0	0	-1	0	
绝世玄天	1.0	5.0	169.0	1.0	5.0	169.0	0.75	0.855195911414	0.5	0.626916524702	2.0	0.115327131213	2	1	0	0	0	0.5	0.627737226277	0.166666666667	0.175182481752	1.0	0.0298781645999	2	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.333333333333	0.382297551789	0.0	0.0	0.0	0.0	2	0	0	0	0	0.5	0.508474576271	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	79.0	1.0	6.0	169.0	0.416666666667	0.472898359625	0.5	0.626916524702	2.0	0.115327131213	0	1	0	0	0	0.0	0.119262650006	0.166666666667	0.175182481752	1.0	0.0298781645999	1	0	0	1	0	
死神vs火影改版	1.0	5.0	120.0	1.0	5.0	120.0	0.8	0.843462246777	0.8	0.843462246777	4.0	0.137512237535	3	0	0	0	0	0.8	0.830677290837	0.4	0.44422310757	2.0	0.0672033057362	4	0	0	1	0	1.0	5.0	198.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	-78.0	1.0	6.0	120.0	-0.2	-0.156537753223	0.8	0.843462246777	4.0	0.137512237535	1	0	0	-1	0	-0.2	-0.169322709163	0.4	0.44422310757	2.0	0.0672033057362	1	0	0	0	0	
诛仙魔域5怪点	1.0	5.0	184.0	1.0	5.0	184.0	1.0	1.0	0.5	0.560229445507	2.0	0.0645048938424	2	0	0	1	0	0.666666666667	0.700934579439	0.333333333333	0.342679127726	2.0	0.0525483792516	2	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.75	0.831067961165	0.0	0.0	0.0	0.0	2	0	0	1	0	0.666666666667	0.71096345515	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	94.0	1.0	6.0	184.0	0.25	0.168932038835	0.5	0.560229445507	2.0	0.0645048938424	0	0	0	0	0	0.0	-0.0100288757102	0.333333333333	0.342679127726	2.0	0.0525483792516	0	0	0	0	0	
恶虎村	1.0	5.0	195.0	1.0	5.0	195.0	1.0	1.0	1.0	1.0	5.0	0.2587913192	3	1	0	0	0	0.714285714286	0.76902173913	0.571428571429	0.59375	4.0	0.0916740746727	2	0	0	0	0	1.0	5.0	220.0	1.0	5.0	220.0	1.0	1.0	0.25	0.347551342812	1.0	0.0551486428264	3	1	0	0	0	0.833333333333	0.90407938258	0.333333333333	0.471885336273	6.0	0.150674551468	3	0	0	0	0	0.0	0.0	-25.0	0.0	0.0	-25.0	0.0	0.0	0.75	0.652448657188	4.0	0.203642676374	0	0	0	0	0	-0.119047619048	-0.135057643449	0.238095238095	0.121864663727	-2.0	-0.0590004767957	-1	0	0	0	0	
尼尔·伍德	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	8.0	0.284568785585	4	1	0	0	0	0.833333333333	0.884196185286	0.166666666667	0.175749318801	1.0	0.0229809669479	1	0	0	1	0	1.0	5.0	90.0	0.5	107.0	343.0	0.75	0.85737704918	0.25	0.562295081967	7.0	0.389508196721	3	0	0	0	0	0.833333333333	0.886274509804	0.166666666667	0.298039215686	1.0	0.0237765894236	4	0	0	1	0	0.0	0.0	39.0	0.5	-102.0	-214.0	0.25	0.14262295082	0.75	0.437704918033	1.0	-0.104939411137	1	1	0	0	0	0.0	-0.00207832451782	0.0	-0.122289896885	0.0	-0.000795622475723	-3	0	0	0	0	
我的世界奇怪君	1.0	5.0	120.0	1.0	5.0	120.0	1.0	1.0	1.0	1.0	6.0	0.2594433538	2	0	0	0	0	0.875	0.910337552743	0.75	0.736286919831	6.0	0.1219432811	4	0	0	1	0	1.0	5.0	397.0	1.0	5.0	397.0	1.0	1.0	1.0	1.0	7.0	0.233052378085	1	0	0	0	0	1.0	1.0	0.375	0.487557603687	3.0	0.0635810640972	3	0	0	0	0	0.0	0.0	-277.0	0.0	0.0	-277.0	0.0	0.0	0.0	0.0	-1.0	0.0263909757148	1	0	0	0	0	-0.125	-0.0896624472574	0.375	0.248729316145	3.0	0.0583622170033	1	0	0	1	0	
西游降魔篇电影	1.0	5.0	209.0	1.0	5.0	209.0	1.0	1.0	0.666666666667	0.809421841542	2.0	0.144961511825	2	1	0	0	0	1.0	1.0	0.857142857143	0.824870466321	6.0	0.10569177726	4	0	0	1	0	1.0	5.0	244.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0.833333333333	0.901472253681	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	0.0	-35.0	1.0	6.0	209.0	0.0	0.0	0.666666666667	0.809421841542	2.0	0.144961511825	1	1	0	0	0	0.166666666667	0.0985277463194	0.857142857143	0.824870466321	6.0	0.10569177726	1	0	0	1	0	
饥饿游戏	1.0	5.0	496.0	1.0	5.0	496.0	1.0	1.0	1.0	1.0	7.0	0.223569222928	1	0	0	0	0	1.0	1.0	0.777777777778	0.803088803089	7.0	0.124002813222	6	1	0	1	0	1.0	5.0	209.0	1.0	5.0	209.0	1.0	1.0	0.666666666667	0.710865561694	5.0	0.20629499414	1	0	0	0	0	0.857142857143	0.931924882629	0.285714285714	0.352112676056	3.0	0.107446293925	5	0	0	1	0	0.0	0.0	287.0	0.0	0.0	287.0	0.0	0.0	0.333333333333	0.289134438306	2.0	0.0172742287881	0	0	0	0	0	0.142857142857	0.0680751173709	0.492063492063	0.450976127032	4.0	0.016556519297	1	1	0	0	0	
