query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
胎盘组织液的作用	1.0	5.0	165.0	0.142857142857	723.0	293.0	0.6	0.690346083789	0.0	0.0	0.0	0.0	2	1	0	1	0	0.8	0.893617021277	0.2	0.366708385482	1.0	0.0340597680186	2	0	0	1	0	1.0	5.0	112.0	1.0	5.0	112.0	0.8	0.849740932642	0.2	0.193436960276	1.0	0.0742659758204	3	0	0	1	0	0.4	0.581059390048	0.2	0.365971107544	1.0	0.0291959725668	2	0	0	1	0	0.0	0.0	53.0	-0.857142857143	718.0	181.0	-0.2	-0.159394848854	-0.2	-0.193436960276	-1.0	-0.0742659758204	-1	1	0	0	0	0.4	0.312557631228	0.0	0.000737277937711	0.0	0.00486379545181	0	0	0	0	0	
幼儿园春季育儿知识	0.5	104.0	108.0	0.25	325.0	109.0	0.6	0.657258064516	0.4	0.439516129032	2.0	0.0680162489507	2	0	0	0	0	0.4	0.4	0.0	0.0	0.0	0.0	1	0	0	0	0	1.0	5.0	178.0	0.2	521.0	228.0	0.75	0.813704496788	0.0	0.0	0.0	0.0	3	0	0	1	0	0.833333333333	0.885976408912	0.166666666667	0.298820445609	1.0	0.0238389133802	4	0	0	1	0	-0.5	99.0	-70.0	0.05	-196.0	-119.0	-0.15	-0.156446432272	0.4	0.439516129032	2.0	0.0680162489507	-1	0	0	-1	0	-0.433333333333	-0.485976408912	-0.166666666667	-0.298820445609	-1.0	-0.0238389133802	-3	0	0	-1	0	
winxp+ghost+下载	1.0	5.0	110.0	1.0	5.0	110.0	0.8	0.837476099426	0.8	0.837476099426	4.0	0.129009787685	1	0	0	0	0	0.8	0.833984375	0.8	0.833984375	4.0	0.131781482342	1	0	0	0	0	1.0	5.0	112.0	0	-1	0	0.6	0.62660944206	0.0	0.0	0.0	0.0	2	0	0	0	0	0.6	0.675373134328	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	-2.0	1.0	6.0	110.0	0.2	0.210866657366	0.8	0.837476099426	4.0	0.129009787685	-1	0	0	0	0	0.2	0.158611240672	0.8	0.833984375	4.0	0.131781482342	-1	0	0	-1	0	
黄河是怎样变化的主要内容	1.0	5.0	356.0	0	-1	0	0.666666666667	0.844322344322	0.0	0.0	0.0	0.0	1	0	0	1	0	0.571428571429	0.635526315789	0.0	0.0	0.0	0.0	3	0	0	1	0	1.0	5.0	230.0	0	-1	0	0.5	0.676579925651	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	0.562814070352	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0	0.0	126.0	0	0	0	0.166666666667	0.167742418672	0.0	0.0	0.0	0.0	0	0	0	0	0	0.0714285714286	0.0727122454377	0.0	0.0	0.0	0.0	2	0	0	0	0	
简单科学小发明小制作	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.75	0.638671875	3.0	0.0988361117565	2	0	0	1	0	0.666666666667	0.719471947195	0.666666666667	0.719471947195	4.0	0.111340130296	1	0	0	0	0	1.0	5.0	202.0	0.333333333333	321.0	118.0	1.0	1.0	0.2	0.2	1.0	0.0308289676425	2	0	0	1	0	0.8	0.851282051282	0.2	0.239316239316	1.0	0.0310924630925	3	0	0	1	0	0.0	0.0	-93.0	0.666666666667	-316.0	-9.0	0.0	0.0	0.55	0.438671875	2.0	0.068007144114	0	0	0	0	0	-0.133333333333	-0.131810104087	0.466666666667	0.480155707878	3.0	0.0802476672031	-2	0	0	-1	0	
花的种类大全图鉴图片	1.0	5.0	611.0	1.0	5.0	611.0	1.0	1.0	1.0	1.0	12.0	0.534476359676	1	0	0	0	0	0.888888888889	0.91965973535	0.777777777778	0.76370510397	8.0	0.151553748744	3	0	0	0	0	1.0	5.0	112.0	0.142857142857	659.0	118.0	0.8	0.822810590631	0.0	0.0	0.0	0.0	3	0	0	1	0	0.8	0.816842105263	0.2	0.248421052632	1.0	0.0382928229665	1	0	0	0	0	0.0	0.0	499.0	0.857142857143	-654.0	493.0	0.2	0.177189409369	1.0	1.0	12.0	0.534476359676	-2	0	0	-1	0	0.0888888888889	0.102817630087	0.577777777778	0.515284051338	7.0	0.113260925777	2	0	0	0	0	
新疆舞蹈视频大全	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	1.0	1.0	7.0	0.251343507468	1	0	0	0	0	0.833333333333	0.868421052632	0.666666666667	0.730650154799	4.0	0.123942592102	2	0	0	0	0	1.0	5.0	206.0	1.0	5.0	206.0	0.75	0.829076620825	0.5	0.636542239686	5.0	0.19610644758	2	0	0	0	0	1.0	1.0	0.166666666667	0.212624584718	1.0	0.0338991241317	2	0	0	0	0	0.0	0.0	4.0	0.0	0.0	4.0	0.25	0.170923379175	0.5	0.363457760314	2.0	0.0552370598876	-1	0	0	0	0	-0.166666666667	-0.131578947368	0.5	0.518025570081	3.0	0.0900434679707	0	0	0	0	0	
倾世皇妃	1.0	5.0	169.0	1.0	5.0	169.0	1.0	1.0	1.0	1.0	3.0	0.136175613143	3	1	0	0	0	0.714285714286	0.780927835052	0.428571428571	0.421391752577	3.0	0.0652114551796	3	0	0	1	0	1.0	10.0	282.0	1.0	10.0	282.0	1.0	1.0	0.333333333333	0.442006269592	2.0	0.0607010544315	3	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	-5.0	-113.0	0.0	-5.0	-113.0	0.0	0.0	0.666666666667	0.557993730408	1.0	0.075474558712	0	1	0	0	0	-0.285714285714	-0.219072164948	0.428571428571	0.421391752577	3.0	0.0652114551796	0	0	0	1	0	
全国劳动模范先进事迹	0.5	104.0	168.0	0.166666666667	789.0	109.0	0.666666666667	0.836852207294	0.0	0.0	0.0	0.0	2	0	0	0	0	0.428571428571	0.470404984424	0.142857142857	0.169781931464	1.0	0.0262741896258	2	0	0	0	0	1.0	5.0	180.0	0.166666666667	667.0	228.0	0.5	0.66015625	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	0.633941093969	0.166666666667	0.319775596073	1.0	0.0255106464363	3	0	0	0	0	-0.5	99.0	-12.0	0.0	122.0	-119.0	0.166666666667	0.176695957294	0.0	0.0	0.0	0.0	0	0	0	-1	0	-0.0714285714286	-0.163536109545	-0.0238095238095	-0.149993664609	0.0	0.000763543189508	-1	0	0	0	0	
qq空间电影	1.0	5.0	85.0	0.5	104.0	111.0	1.0	1.0	0.75	0.841121495327	6.0	0.216078935483	4	0	0	1	0	0.4	0.5	0.2	0.21568627451	1.0	0.0330745681172	2	0	0	1	0	0.333333333333	205.0	114.0	0.166666666667	511.0	228.0	0.2	0.257918552036	0.0	0.0	0.0	0.0	1	0	0	1	0	0.8	0.917398945518	0.2	0.400702987698	1.0	0.0319667678543	3	0	0	1	0	0.666666666667	-200.0	-29.0	0.333333333333	-407.0	-117.0	0.8	0.742081447964	0.75	0.841121495327	6.0	0.216078935483	3	0	0	0	0	-0.4	-0.417398945518	0.0	-0.185016713188	0.0	0.00110780026292	-1	0	0	0	0	
我的纪录片	0.5	104.0	129.0	0.5	104.0	129.0	0.75	0.84052532833	0.75	0.84052532833	6.0	0.223641169783	3	1	0	0	0	0.833333333333	0.882596685083	0.666666666667	0.640883977901	4.0	0.10810449999	3	0	0	0	0	1.0	5.0	90.0	0.333333333333	209.0	206.0	1.0	1.0	0.25	0.383612662942	4.0	0.152009480278	3	0	0	0	0	0.833333333333	0.871111111111	0.166666666667	0.337777777778	1.0	0.0269468013468	3	1	0	0	0	-0.5	99.0	39.0	0.166666666667	-105.0	-77.0	-0.25	-0.15947467167	0.5	0.456912665388	2.0	0.0716316895055	0	1	0	0	0	0.0	0.0114855739718	0.5	0.303106200123	3.0	0.0811576986429	0	-1	0	0	0	
ysl口红57号	0.5	104.0	192.0	0.5	104.0	192.0	0.75	0.833659491194	0.5	0.58904109589	5.0	0.208774980176	3	0	0	1	0	1.0	1.0	0.833333333333	0.816983894583	5.0	0.128753531054	3	0	0	1	0	1.0	5.0	401.0	1.0	5.0	401.0	1.0	1.0	0.5	0.74953271028	4.0	0.222722175021	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.5	99.0	-209.0	-0.5	99.0	-209.0	-0.25	-0.166340508806	0.0	-0.16049161439	1.0	-0.0139471948453	1	0	0	0	0	0.0	0.0	0.833333333333	0.816983894583	5.0	0.128753531054	1	0	0	0	0	
坐庄+迅雷高清	0.333333333333	203.0	109.0	0.333333333333	203.0	109.0	0.4	0.478527607362	0.2	0.222903885481	1.0	0.0344949483431	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	157.0	0	-1	0	0.6	0.686354378819	0.0	0.0	0.0	0.0	2	0	0	0	0	0.4	0.487238979118	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.666666666667	198.0	-48.0	0.333333333333	204.0	109.0	-0.2	-0.207826771457	0.2	0.222903885481	1.0	0.0344949483431	0	0	0	1	0	-0.4	-0.487238979118	0.0	0.0	0.0	0.0	-2	0	0	-1	0	
怎样看股票走势图	1.0	5.0	243.0	1.0	5.0	243.0	0.75	0.854948805461	0.75	0.854948805461	6.0	0.198808632655	2	0	0	1	1	1.0	1.0	0.833333333333	0.84375	5.0	0.136216033811	3	0	0	1	0	1.0	5.0	133.0	1.0	5.0	133.0	0.75	0.842960288809	0.75	0.842960288809	5.0	0.180177223499	3	1	0	0	1	0.833333333333	0.885976408912	0.166666666667	0.298820445609	1.0	0.0238389133802	4	0	0	0	1	0.0	0.0	110.0	0.0	0.0	110.0	0.0	0.0119885166521	0.0	0.0119885166521	1.0	0.0186314091569	-1	-1	0	1	0	0.166666666667	0.114023591088	0.666666666667	0.544929554391	4.0	0.112377120431	-1	0	0	1	-1	
吸鱼机	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	1.0	1.0	8.0	0.294710821131	3	0	0	0	0	1.0	1.0	0.833333333333	0.750337381916	5.0	0.118675656829	3	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.6	0.674157303371	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	0.519337016575	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	120.0	1.0	6.0	210.0	0.4	0.325842696629	1.0	1.0	8.0	0.294710821131	1	0	0	-1	0	0.5	0.480662983425	0.833333333333	0.750337381916	5.0	0.118675656829	1	0	0	1	0	
粉宝乐园	1.0	5.0	342.0	1.0	5.0	342.0	1.0	1.0	1.0	1.0	2.0	0.132479502979	2	1	0	0	0	0.5	0.569620253165	0.375	0.462025316456	4.0	0.111877088137	3	0	0	0	0	1.0	10.0	282.0	1.0	10.0	282.0	1.0	1.0	0.333333333333	0.556213017751	2.0	0.0763851533082	3	0	0	0	0	0.666666666667	0.475836431227	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	-5.0	60.0	0.0	-5.0	60.0	0.0	0.0	0.666666666667	0.443786982249	0.0	0.0560943496708	-1	1	0	0	0	-0.166666666667	0.0937838219378	0.375	0.462025316456	4.0	0.111877088137	0	0	0	0	0	
冯辉轮滑视频	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	1.0	1.0	7.0	0.247436613569	1	0	0	0	0	0.833333333333	0.863563402889	0.5	0.577849117175	3.0	0.0985547805021	1	0	0	0	0	1.0	5.0	112.0	0.25	365.0	206.0	0.75	0.831721470019	0.25	0.398452611219	4.0	0.157889924389	1	0	0	0	0	1.0	1.0	0.166666666667	0.312328767123	1.0	0.0249165628892	3	0	0	0	0	0.0	0.0	98.0	0.75	-360.0	4.0	0.25	0.168278529981	0.75	0.601547388781	3.0	0.0895466891801	0	0	0	0	0	-0.166666666667	-0.136436597111	0.333333333333	0.265520350052	2.0	0.0736382176129	-2	0	0	0	0	
死亡循环2txt下载	1.0	5.0	110.0	1.0	5.0	110.0	0.6	0.693140794224	0.4	0.395306859206	2.0	0.060895414223	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.5	105.0	112.0	0.333333333333	229.0	118.0	0.6	0.662790697674	0.2	0.228682170543	1.0	0.0352501761804	3	0	0	1	0	0.4	0.438709677419	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	-100.0	-2.0	0.666666666667	-224.0	-8.0	0.0	0.0303500965494	0.2	0.166624688663	1.0	0.0256452380426	-1	0	0	0	0	-0.4	-0.438709677419	0.0	0.0	0.0	0.0	-1	0	0	-1	0	
黄遂柱	1.0	5.0	129.0	0.333333333333	247.0	109.0	0.6	0.671179883946	0.4	0.42166344294	2.0	0.0652534999605	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	135.0	0.1	1028.0	184.0	0.5	0.546875	0.0	0.0	0.0	0.0	2	0	0	0	0	0.75	0.832369942197	0.25	0.354527938343	1.0	0.0350464179366	3	0	0	1	0	0.0	0.0	-6.0	0.233333333333	-781.0	-75.0	0.1	0.124304883946	0.4	0.42166344294	2.0	0.0652534999605	0	1	0	0	0	-0.75	-0.832369942197	-0.25	-0.354527938343	-1.0	-0.0350464179366	-3	0	0	-1	0	
折纸玫瑰视频	1.0	5.0	210.0	1.0	5.0	210.0	1.0	1.0	1.0	1.0	7.0	0.243649318463	1	0	0	0	0	1.0	1.0	0.833333333333	0.868731563422	5.0	0.145625664813	2	0	0	0	0	1.0	5.0	207.0	1.0	5.0	207.0	1.0	1.0	1.0	1.0	9.0	0.339492522265	2	0	0	0	0	1.0	1.0	0.571428571429	0.689969604863	5.0	0.0988855116515	4	0	0	0	0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	-2.0	-0.0958432038017	-1	0	0	0	0	0.0	0.0	0.261904761905	0.178761958559	0.0	0.0467401531619	-2	0	0	0	0	
莽荒纪txt免费下载	1.0	5.0	109.0	1.0	5.0	109.0	0.6	0.674952198853	0.6	0.674952198853	3.0	0.103637862773	2	0	0	0	0	0.8	0.85497470489	0.6	0.629005059022	3.0	0.0914040509789	3	0	0	1	0	1.0	5.0	90.0	0.25	309.0	173.0	0.6	0.669829222011	0.2	0.328273244782	1.0	0.0576643091254	2	0	0	0	0	0.6	0.696864111498	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	19.0	0.75	-304.0	-64.0	0.0	0.00512297684139	0.4	0.346678954071	2.0	0.045973553648	0	0	0	0	0	0.2	0.158110593392	0.6	0.629005059022	3.0	0.0914040509789	1	0	0	1	0	
退伍日记下载	1.0	5.0	109.0	1.0	5.0	109.0	0.6	0.692585895118	0.4	0.430379746835	2.0	0.0675127893141	3	0	0	1	0	0.4	0.48275862069	0.4	0.48275862069	2.0	0.0757293559649	2	0	0	0	0	1.0	5.0	98.0	0	-1	0	0.333333333333	0.376344086022	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	0.544502617801	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	11.0	1.0	6.0	109.0	0.266666666667	0.316241809096	0.4	0.430379746835	2.0	0.0675127893141	1	0	0	0	0	-0.1	-0.0617439971114	0.4	0.48275862069	2.0	0.0757293559649	0	0	0	0	0	
名师工作室代表发言稿	1.0	5.0	165.0	0.166666666667	580.0	109.0	0.2	0.326732673267	0.0	0.0	0.0	0.0	1	0	0	0	0	0.4	0.432071269488	0.2	0.24276169265	1.0	0.0375679949661	2	0	0	0	0	1.0	5.0	112.0	0	-1	0	0.8	0.855241264559	0.0	0.0	0.0	0.0	3	0	0	1	0	0.8	0.83738317757	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	53.0	0.166666666667	581.0	109.0	-0.6	-0.528508591292	0.0	0.0	0.0	0.0	-2	0	0	-1	0	-0.4	-0.405311908082	0.2	0.24276169265	1.0	0.0375679949661	1	0	0	0	0	
玫瑰酱的做法	1.0	5.0	340.0	1.0	5.0	340.0	1.0	1.0	1.0	1.0	7.0	0.195766672831	2	0	0	0	1	1.0	1.0	0.875	0.905027932961	7.0	0.14750887832	4	1	0	0	0	1.0	5.0	90.0	0.5	107.0	132.0	1.0	1.0	0.75	0.841827768014	3.0	0.0987761623263	3	0	0	0	1	1.0	1.0	0.5	0.597046413502	6.0	0.126820099731	4	0	0	1	0	0.0	0.0	250.0	0.5	-102.0	208.0	0.0	0.0	0.25	0.158172231986	4.0	0.0969905105043	-1	0	0	0	0	0.0	0.0	0.375	0.307981519459	1.0	0.0206887785888	0	1	0	-1	0	
蛮荒囚徒	0.333333333333	203.0	165.0	0.166666666667	580.0	129.0	0.2	0.326732673267	0.0	0.0	0.0	0.0	1	0	0	1	0	0.4	0.48275862069	0.4	0.48275862069	2.0	0.0757293559649	2	1	0	0	0	0.333333333333	205.0	113.0	0	-1	0	0.166666666667	0.206204379562	0.0	0.0	0.0	0.0	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.0	-2.0	52.0	0.166666666667	581.0	129.0	0.0333333333333	0.120528293705	0.0	0.0	0.0	0.0	0	0	0	1	0	-0.6	-0.51724137931	0.4	0.48275862069	2.0	0.0757293559649	-2	1	0	-1	0	
单机破解游戏下载大全中文版下载	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.835271317829	0.8	0.835271317829	4.0	0.130759920463	1	0	0	0	0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	0.5	105.0	128.0	0.5	105.0	128.0	0.833333333333	0.848695652174	0.166666666667	0.222608695652	1.0	0.0267636363636	2	0	0	0	0	1.0	1.0	0.5	0.587155963303	2.0	0.0705921601334	2	0	0	0	0	0.5	-100.0	-19.0	0.5	-100.0	-19.0	-0.0333333333333	-0.0134243343445	0.633333333333	0.612662622177	3.0	0.1039962841	-1	0	0	0	0	-0.4	-0.342052313883	0.1	0.0707917228139	1.0	0.0312269328632	-1	0	0	0	0	
360分区助手	1.0	5.0	169.0	1.0	5.0	169.0	1.0	1.0	0.75	0.823529411765	6.0	0.185913888154	3	0	0	1	1	0.833333333333	0.868827160494	0.666666666667	0.692901234568	4.0	0.109676901189	2	0	0	0	0	1.0	5.0	90.0	0.166666666667	511.0	140.0	0.666666666667	0.702054794521	0.166666666667	0.239726027397	1.0	0.0311457036115	3	0	0	0	1	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.0	0.0	79.0	0.833333333333	-506.0	29.0	0.333333333333	0.297945205479	0.583333333333	0.583803384367	5.0	0.154768184542	0	0	0	1	0	-0.166666666667	-0.131172839506	0.666666666667	0.692901234568	4.0	0.109676901189	-2	0	0	-1	0	
生死狙击等待udp连接	1.0	5.0	149.0	1.0	5.0	149.0	0.8	0.853195164076	0.6	0.671848013817	3.0	0.0873991178227	2	0	0	1	0	0.4	0.460038986355	0.2	0.216374269006	1.0	0.0328811495902	2	0	0	1	0	1.0	5.0	246.0	0	-1	0	0.5	0.698961937716	0.0	0.0	0.0	0.0	1	0	0	1	0	0.833333333333	0.893481717011	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0	0.0	-97.0	1.0	6.0	149.0	0.3	0.15423322636	0.6	0.671848013817	3.0	0.0873991178227	1	0	0	0	0	-0.433333333333	-0.433442730656	0.2	0.216374269006	1.0	0.0328811495902	1	0	0	0	0	
英雄联盟阿卡利神秘商店2015	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.8	0.804104477612	4.0	0.125880818954	2	0	0	1	0	0.8	0.835564053537	0.8	0.835564053537	4.0	0.129009787685	1	0	0	0	0	1.0	5.0	90.0	0.166666666667	509.0	118.0	0.5	0.533094812165	0.166666666667	0.211091234347	1.0	0.0325386241665	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	19.0	0.833333333333	-504.0	-9.0	0.5	0.466905187835	0.633333333333	0.593013243265	3.0	0.093342194787	1	0	0	1	0	-0.2	-0.164435946463	0.8	0.835564053537	4.0	0.129009787685	-1	0	0	-1	0	
小学形声字儿歌	0.5	104.0	85.0	0.2	401.0	120.0	0.5	0.532110091743	0.166666666667	0.220183486239	1.0	0.0375532894512	2	0	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	1	0	0	0	0	1.0	5.0	156.0	0	-1	0	0.8	0.849740932642	0.0	0.0	0.0	0.0	2	0	0	0	0	0.6	0.62660944206	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.5	99.0	-71.0	0.2	402.0	120.0	-0.3	-0.317630840899	0.166666666667	0.220183486239	1.0	0.0375532894512	0	0	0	0	0	-0.35	-0.37660944206	0.0	0.0	0.0	0.0	0	0	0	0	0	
牌九游戏大厅	0.5	104.0	109.0	0.5	104.0	109.0	0.333333333333	0.386281588448	0.166666666667	0.196750902527	1.0	0.0304477071115	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	90.0	0.142857142857	681.0	128.0	0.4	0.528375733855	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.654761904762	0.2	0.253968253968	1.0	0.0305339105339	3	0	0	1	0	-0.5	99.0	19.0	0.357142857143	-577.0	-19.0	-0.0666666666667	-0.142094145408	0.166666666667	0.196750902527	1.0	0.0304477071115	0	0	0	0	0	-0.6	-0.654761904762	-0.2	-0.253968253968	-1.0	-0.0305339105339	-3	0	0	-1	0	
生化危机5免费高清	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.847396768402	0.6	0.622980251346	3.0	0.0973116736633	3	0	0	1	0	0.6	0.715242881072	0.4	0.532663316583	2.0	0.0889079847814	3	0	0	0	0	1.0	5.0	244.0	0	-1	0	0.75	0.86594761171	0.0	0.0	0.0	0.0	3	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-135.0	1.0	6.0	109.0	0.05	-0.0185508433082	0.6	0.622980251346	3.0	0.0973116736633	0	0	0	1	0	-0.4	-0.284757118928	0.4	0.532663316583	2.0	0.0889079847814	1	0	0	0	0	
帮助小白兔过河200字	0.142857142857	599.0	105.0	0	-1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.25	0.291666666667	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	105.0	112.0	0	-1	0	0.333333333333	0.391608391608	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	-0.357142857143	494.0	-7.0	0	0	0	-0.333333333333	-0.391608391608	0.0	0.0	0.0	0.0	-2	0	0	-1	0	0.25	0.291666666667	0.0	0.0	0.0	0.0	1	0	0	1	0	
雨霖铃	1.0	5.0	129.0	1.0	5.0	129.0	0.6	0.735202492212	0.4	0.38785046729	2.0	0.0637587001587	3	1	0	0	0	1.0	1.0	0.2	0.176375404531	1.0	0.0272945465045	3	0	0	1	0	1.0	5.0	133.0	0	-1	0	0.75	0.842676311031	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.0	0.0	-4.0	1.0	6.0	129.0	-0.15	-0.107473818819	0.4	0.38785046729	2.0	0.0637587001587	1	1	0	-1	0	0.0	0.0	0.2	0.176375404531	1.0	0.0272945465045	-1	0	0	0	0	
践行社会主义核心价值观心得体会	1.0	5.0	109.0	1.0	5.0	109.0	0.4	0.517958412098	0.2	0.206049149338	1.0	0.0318866346688	2	0	0	0	0	0.4	0.473140495868	0.2	0.214876033058	1.0	0.0348513011152	2	0	0	0	0	0.166666666667	505.0	180.0	0.142857142857	697.0	228.0	0.166666666667	0.292682926829	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	0.665384615385	0.5	0.665384615385	2.0	0.069958041958	2	0	0	0	0	0.833333333333	-500.0	-71.0	0.857142857143	-692.0	-119.0	0.233333333333	0.225275485269	0.2	0.206049149338	1.0	0.0318866346688	1	0	0	-1	0	-0.1	-0.192244119517	-0.3	-0.450508582327	-1.0	-0.0351067408428	0	0	0	0	0	
cf老玩家回归礼包	0.333333333333	203.0	110.0	0.333333333333	203.0	110.0	0.6	0.655870445344	0.4	0.443319838057	2.0	0.0682916183797	2	0	0	1	0	0.8	0.849122807018	0.6	0.594736842105	3.0	0.0911465466641	3	0	0	1	0	1.0	5.0	90.0	0.166666666667	515.0	140.0	1.0	1.0	0.166666666667	0.237288135593	1.0	0.0308289676425	2	0	0	0	0	0.75	0.772845953003	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.666666666667	198.0	20.0	0.166666666667	-312.0	-30.0	-0.4	-0.344129554656	0.233333333333	0.206031702463	1.0	0.0374626507371	0	0	0	1	0	0.05	0.0762768540149	0.6	0.594736842105	3.0	0.0911465466641	1	0	0	0	0	
