query	baidu_vertical_types_number	baidu_vertical_results_number	baidu_vertical_results_area_fraction	baidu_total_images_number	baidu_total_images_area_fraction	sogou_vertical_types_number	sogou_vertical_results_number	sogou_vertical_results_area_fraction	sogou_total_images_number	sogou_total_images_area_fraction	delta_vertical_types_number	delta_vertical_results_number	delta_vertical_results_area_fraction	delta_total_images_number	delta_total_images_area_fraction	
属猪2015年运势	3	7	0.786967418546	5	0.0704596062647	4	9	0.932295719844	1	0.0141549345596	-1	-2	-0.145328301298	4	0.0563046717051	
dnf天帝刷图加点	4	7	0.763133640553	8	0.142848577253	4	7	0.759668508287	4	0.104737987611	0	0	0.0034651322657	4	0.0381105896423	
南方电视台今日一线	5	7	0.781115879828	8	0.134365078099	5	8	0.860240963855	5	0.0801752464403	0	-1	-0.0791250840271	3	0.0541898316585	
图片制作带字	4	9	0.931945556445	11	0.160802247746	7	8	0.876944837341	6	0.016913977112	-3	1	0.0550007191043	5	0.143888270634	
呼和浩特市地图	3	5	0.608655616943	7	0.172304490405	4	5	0.641384995878	6	0.10352394514	-1	0	-0.0327293789351	1	0.0687805452653	
葡萄园里的那男子国语	3	7	0.800467653936	6	0.097465570645	4	7	0.748554913295	1	0.00246978455071	-1	0	0.0519127406413	5	0.0949957860943	
清半夏	5	10	1.0	7	0.125106986328	4	9	0.941789748045	3	0.0905204960114	1	1	0.0582102519548	4	0.034586490317	
苏州和联集团招聘骗局	1	3	0.424564796905	1	0.0163133749901	3	6	0.682481751825	0	0.0	-2	-3	-0.25791695492	1	0.0163133749901	
校本培训计划方案	2	2	0.298969072165	0	0.0	2	2	0.368421052632	1	0.0165055271407	0	0	-0.0694519804666	-1	-0.0165055271407	
合肥到南京	3	5	0.752186588921	3	0.064570214703	3	4	0.70041322314	2	0.0202354119709	0	1	0.0517733657808	1	0.044334802732	
大学生职业规划书word	4	5	0.594852240229	2	0.035590631545	2	5	0.622067767159	0	0.0	2	0	-0.0272155269302	2	0.035590631545	
搜索引擎	6	7	0.781864841745	4	0.0677222294657	2	7	0.822207084469	5	0.0675687391627	4	0	-0.0403422427236	-1	0.000153490302912	
责任追究制度	1	2	0.268817204301	0	0.0	5	5	0.62915601023	0	0.0	-4	-3	-0.360338805929	0	0.0	
刷单怎么刷	5	8	0.859851607585	4	0.0567366540299	4	8	0.887886597938	1	0.0117197750703	1	0	-0.0280349903536	3	0.0450168789596	
海鸥手表	5	6	0.725080385852	6	0.100684026823	3	8	0.892459826947	4	0.0736442296887	2	-2	-0.167379441095	2	0.0270397971344	
闻一多先生的说和做朗读	0	0	0.0	0	0.0	4	4	0.508936970837	0	0.0	-4	-4	-0.508936970837	0	0.0	
岳阳楼记ppt免费课件	2	3	0.391437308869	2	0.0343894592044	2	6	0.658823529412	0	0.0	0	-3	-0.267386220543	2	0.0343894592044	
黄土高原纪录片	3	7	0.744625967326	9	0.149100039316	4	5	0.647636039251	5	0.0890438731652	-1	2	0.0969899280752	4	0.0600561661511	
首领的小猫txt下载	2	2	0.301944728762	1	0.0172651276763	2	4	0.449561403509	1	0.0199441786284	0	-2	-0.147616674747	0	-0.00267905095206	
鼎盛军事	2	6	0.649484536082	5	0.0869486069061	3	4	0.589087809037	3	0.0355839727195	-1	2	0.0603967270458	2	0.0513646341865	
苹果树花前复剪	2	3	0.424007744434	0	0.0	3	6	0.693661971831	1	0.0160115236876	-1	-3	-0.269654227397	-1	-0.0160115236876	
重庆酸辣粉的做法	5	10	1.0	17	0.192580252975	6	10	1.0	6	0.0788011441363	-1	0	0.0	11	0.113779108839	
小企业会计准则适用范围	3	4	0.499565595135	1	0.0146551083751	4	6	0.736363636364	1	0.0137796143251	-1	-2	-0.236798041229	0	0.000875494050063	
血液循环ppt	2	4	0.49	1	0.0168680297398	3	6	0.699481865285	1	0.0157073323913	-1	-2	-0.209481865285	0	0.00116069734851	
电子猫眼+天津	1	2	0.238521836506	2	0.0377783420824	1	4	0.408163265306	0	0.0	0	-2	-0.1696414288	2	0.0377783420824	
电梯应急预案	2	2	0.298969072165	0	0.0	4	5	0.650602409639	1	0.0146097115736	-2	-3	-0.351633337474	-1	-0.0146097115736	
销售团队激励口号	2	2	0.303991811668	1	0.0172651276763	4	4	0.547660311958	1	0.0157617772176	-2	-2	-0.24366850029	0	0.00150335045875	
逆战天梯外挂	4	6	0.713004484305	8	0.140390417924	3	8	0.834108527132	0	0.0	1	-2	-0.121104042827	8	0.140390417924	
双汇瘦肉精事件简介	3	6	0.699911738747	8	0.138973741457	4	9	0.923817863398	0	0.0	-1	-3	-0.223906124651	8	0.138973741457	
梦三国幸运值	4	7	0.775889967638	9	0.135198987019	3	10	1.0	0	0.0	1	-3	-0.224110032362	9	0.135198987019	
台式电脑	6	9	0.956499488229	11	0.112570534943	5	10	1.0	5	0.0779521752871	1	-1	-0.0435005117707	6	0.034618359656	
《钟馗伏魔：雪妖魔灵》	5	7	0.803240740741	7	0.144938386342	4	9	1.0	0	0.0	1	-2	-0.196759259259	7	0.144938386342	
lol大脚	5	10	1.0	13	0.169163358747	4	9	0.934586466165	5	0.0501900205058	1	1	0.0654135338346	8	0.118973338241	
抑郁症的表现	4	10	1.0	1	0.0147986570867	4	9	0.956673306773	11	0.0927779789931	0	1	0.0433266932271	-10	-0.0779793219064	
近视眼激光手术	6	9	0.926510989011	8	0.112762469872	6	10	1.0	2	0.0217312914087	0	-1	-0.073489010989	6	0.0910311784634	
我和父母教学设计	2	4	0.527777777778	0	0.0	3	9	0.923617208077	0	0.0	-1	-5	-0.395839430299	0	0.0	
高考加油祝福语	3	6	0.65306122449	4	0.0823533874516	4	6	0.694736842105	1	0.0159553429027	-1	0	-0.0416756176155	3	0.0663980445489	
工作经历怎么写范文	4	5	0.574148296593	3	0.038839761307	4	5	0.618086040386	1	0.0237592784739	0	0	-0.0439377437931	2	0.0150804828331	
太阁立志传6修改器	3	7	0.763011152416	7	0.119769281795	3	8	0.843017329256	1	0.0185413770735	0	-1	-0.0800061768395	6	0.101227904722	
忠犬八公观后感	3	5	0.657809983897	1	0.00841818867518	3	3	0.490376569038	1	0.0152209965766	0	2	0.167433414859	0	-0.00680280790147	
创业计划书模板word	2	5	0.557752341311	2	0.0351051607488	4	6	0.7	0	0.0	-2	-1	-0.142247658689	2	0.0351051607488	
做摄影师助理有前途吗	1	2	0.396388650043	0	0.0	3	7	0.766756032172	0	0.0	-2	-5	-0.370367382129	0	0.0	
2015年4月解禁股	1	1	0.163019693654	1	0.01845517477	2	3	0.450856627592	1	0.0164013443725	-1	-2	-0.287836933938	0	0.00205383039751	
奥特曼传奇国语版	3	7	0.799054373522	6	0.0992497678411	1	6	0.759668508287	0	0.0	2	1	0.0393858652352	6	0.0992497678411	
大话2孩子神结局攻略	3	8	0.842883548983	7	0.109127733991	4	9	0.914285714286	1	0.0179202866099	-1	-1	-0.0714021653024	6	0.0912074473812	
农业银行贷款利率	2	4	0.493041749503	4	0.0670697007546	5	7	0.822930800543	1	0.0123399531269	-3	-3	-0.32988905104	3	0.0547297476277	
珍惜生命主题班会教案	2	3	0.39898989899	0	0.0	2	3	0.39762611276	0	0.0	0	0	0.00136378623026	0	0.0	
皮肤暗黄怎么调理	4	8	0.879261363636	7	0.0972786942379	5	10	1.0	6	0.104859164331	-1	-2	-0.120738636364	1	-0.00758047009261	
我的世界枪械mod	4	9	0.936718175129	15	0.221820111552	4	10	1.0	4	0.0564329678104	0	-1	-0.0632818248712	11	0.165387143741	
工科大学排名	5	6	0.655172413793	3	0.0484713498269	5	5	0.631043256997	1	0.015427558023	0	1	0.0241291567956	2	0.033043791804	
河南社会服务渠道	2	3	0.402610441767	1	0.0169357728311	2	6	0.6925795053	0	0.0	0	-3	-0.289969063533	1	0.0169357728311	
我的世界多玩盒子电脑版	3	8	0.845454545455	7	0.108568773234	3	10	1.0	3	0.0522156074014	0	-2	-0.154545454545	4	0.0563531658328	
华西口腔医院	5	7	0.858921161826	4	0.131072513844	4	6	0.714094856379	4	0.0392263314508	1	1	0.144826305446	0	0.0918461823933	
造字软件	5	10	1.0	16	0.22315438523	5	10	1.0	0	0.0	0	0	0.0	16	0.22315438523	
新三国演义全集高清	4	8	0.863123993559	8	0.118155451395	3	9	0.94045174538	6	0.0920913446581	1	-1	-0.0773277518211	2	0.0260641067364	
怎么压缩图片	4	10	1.0	9	0.123507722066	6	9	0.939330543933	3	0.0380524914416	-2	1	0.0606694560669	6	0.0854552306245	
白瓜子	6	10	1.0	6	0.095747223414	5	5	0.652278177458	5	0.0959755831698	1	5	0.347721822542	1	-0.0002283597558	
诛仙2	4	9	0.93804664723	8	0.127427736894	4	8	0.897947214076	4	0.0678656358304	0	1	0.0400994331541	4	0.0595621010636	
红警3修改器	3	8	0.854765506808	14	0.165860558239	4	10	1.0	5	0.0729957866172	-1	-2	-0.145234493192	9	0.0928647716223	
夏日杀手国语	3	8	0.849882720876	8	0.116761759158	4	8	0.861354581673	1	0.0278160086925	-1	0	-0.0114718607976	7	0.0889457504653	
泥娃娃儿歌视频	3	10	1.0	15	0.205149182571	2	8	0.841530054645	5	0.0929292929293	1	2	0.158469945355	10	0.112219889641	
旗帜奶粉	5	5	0.595108695652	4	0.081067156942	4	7	0.797987616099	4	0.0922262876442	1	-2	-0.202878920447	0	-0.0111591307023	
鲅鱼的做法	5	10	1.0	11	0.154697091265	6	10	1.0	13	0.157431296202	-1	0	0.0	-2	-0.00273420493678	
自主招生班主任推荐信	2	2	0.298969072165	0	0.0	4	6	0.705583756345	1	0.0153884017843	-2	-4	-0.40661468418	-1	-0.0153884017843	
古钱币图片及价格	6	8	0.8605414274	12	0.179172092428	3	6	0.740814299901	0	0.0	3	2	0.119727127499	12	0.179172092428	
索尼l36h救砖强刷固件	3	7	0.730412805392	10	0.146719573571	2	10	1.0	0	0.0	1	-3	-0.269587194608	10	0.146719573571	
奇葩说第二季	4	8	0.887043189369	15	0.214759969865	4	9	1.0	0	0.0	0	-1	-0.112956810631	15	0.214759969865	
多特单机游戏下载	2	8	0.839319470699	8	0.127546538675	3	6	0.649899396378	1	0.0154819828059	-1	2	0.189420074321	7	0.112064555869	
cf英雄武器换购第三期	2	8	0.846838824577	7	0.105143551361	4	6	0.71568627451	7	0.111271538919	-2	2	0.131152550067	0	-0.00612798755757	
班徽设计图案大全	4	10	1.0	18	0.218656580588	3	7	0.755578093306	3	0.101502858197	1	3	0.244421906694	15	0.117153722391	
清蒸鸡的做法	5	9	0.939111747851	9	0.100122761794	4	10	1.0	2	0.0262124760485	1	-1	-0.060888252149	7	0.0739102857456	
毕福剑《智取威虎山》	3	7	0.776511831727	9	0.148821062852	4	10	1.0	5	0.0799825174825	-1	-3	-0.223488168273	4	0.0688385453692	
七星烟	6	9	0.940056417489	13	0.160764939362	4	8	0.856610800745	0	0.0	2	1	0.0834456167445	13	0.160764939362	
移动开钻代码	3	5	0.598298676749	2	0.0318866346688	5	6	0.714285714286	4	0.065197790715	-2	-1	-0.115987037537	-2	-0.0333111560463	
梅根·福克斯	6	10	1.0	16	0.220536489675	6	10	1.0	20	0.261595148774	0	0	0.0	-4	-0.0410586590997	
大通证券神通版+下载	2	7	0.761012183693	7	0.124152071437	4	9	0.931061806656	2	0.0268779714739	-2	-2	-0.170049622964	5	0.0972740999629	
黑玛瑙	6	10	1.0	8	0.114350659323	6	9	1.0	10	0.109102728258	0	1	0.0	-2	0.00524793106485	
无限挑战迅雷下载	1	4	0.444676409186	4	0.0704301868049	1	2	0.353159851301	0	0.0	0	2	0.0915165578847	4	0.0704301868049	
世界地球日主题班会	2	6	0.644723092999	1	0.0176259453916	3	7	0.794972505892	1	0.0142883667785	-1	-1	-0.150249412893	0	0.00333757861307	
时尚王国语版全集优酷	2	4	0.520560747664	4	0.0664211513741	3	7	0.769434628975	4	0.0721105043367	-1	-3	-0.248873881312	0	-0.00568935296258	
sod霜	2	5	0.566768603466	4	0.0687789184089	5	7	0.788321167883	1	0.0147518985475	-3	-2	-0.221552564417	3	0.0540270198614	
琳琅电动	2	4	0.469854469854	3	0.0526030033465	4	5	0.626929674099	4	0.102192421644	-2	-1	-0.157075204245	-1	-0.049589418297	
dnf附加伤害的装备	3	5	0.58904109589	4	0.0628507409482	3	7	0.774416594641	0	0.0	0	-2	-0.185375498751	4	0.0628507409482	
合肥地铁规划线路图	5	8	0.86268174475	9	0.192356661121	6	10	1.0	10	0.159973054468	-1	-2	-0.13731825525	-1	0.032383606653	
本溪中绿	2	2	0.216517857143	1	0.0188259260489	3	9	0.937945791726	1	0.0129736739722	-1	-7	-0.721427934583	0	0.00585225207661	
澳门风云2在线观看粤语	3	8	0.86268174475	6	0.0973749482016	2	7	0.849350649351	0	0.0	1	1	0.0133310953989	6	0.0973749482016	
观课记录	3	3	0.346153846154	0	0.0	3	9	0.925767918089	3	0.0404917778467	0	-6	-0.579614071935	-3	-0.0404917778467	
松子仁	5	9	0.928451178451	9	0.15170759641	7	9	1.0	9	0.12585765274	-2	0	-0.0715488215488	0	0.0258499436703	
4k壁纸	3	9	0.924162257496	10	0.180095788832	3	8	0.832046332046	1	0.017557037557	0	1	0.0921159254493	9	0.162538751275	
tfboys歌曲	5	7	0.815303430079	6	0.0792218810997	3	7	0.81045751634	3	0.0316207829933	2	0	0.00484591373929	3	0.0476010981064	
赛罕区小学排名	2	2	0.21749136939	1	0.0194108512541	0	0	0.0	0	0.0	2	2	0.21749136939	1	0.0194108512541	
天府新区	6	9	0.941338854382	10	0.135594090015	6	7	0.847270214236	5	0.0689828485267	0	2	0.094068640146	5	0.0666112414879	
001166基金	4	5	0.640809443508	2	0.0284452440806	3	4	0.530997304582	2	0.0212431593564	1	1	0.109812138925	0	0.0072020847242	
W7主题	5	10	1.0	14	0.21443913377	4	8	0.842391304348	3	0.0942440711462	1	2	0.157608695652	11	0.120195062624	
朱雀记漫画	2	7	0.761235955056	7	0.124246411317	4	9	0.939075630252	6	0.0841914947797	-2	-2	-0.177839675196	1	0.040054916537	
智取威虎山毕福剑	4	10	1.0	10	0.156473170612	4	10	1.0	5	0.0766652702137	0	0	0.0	5	0.0798079003987	
强弱电间距	4	8	0.843137254902	3	0.0413432101465	4	7	0.780487804878	1	0.0152978056426	0	1	0.0626494500239	2	0.0260454045039	
雀圣2粤语	3	6	0.708404802744	6	0.0960580767342	3	6	0.629787234043	0	0.0	0	0	0.0786175687019	6	0.0960580767342	
拉摩力拉牌玛卡片	3	9	0.922867513612	7	0.107147194354	3	8	0.933179723502	4	0.0915179444212	0	1	-0.0103122098907	3	0.0156292499331	
保定驾校一点通科目四	2	5	0.596391263058	9	0.149371418888	1	5	0.508474576271	0	0.0	1	0	0.0879166867867	9	0.149371418888	
榻榻米价格	4	10	1.0	14	0.171391772035	5	9	0.941176470588	4	0.0805654926547	-1	1	0.0588235294118	10	0.0908262793806	
国际象棋怎么玩	5	8	0.881862404448	11	0.154574764074	6	9	0.9375	6	0.0972048066876	-1	-1	-0.0556375955525	5	0.057369957386	
剑灵南天国金币转盘表一览	3	6	0.630057803468	5	0.081252551733	2	7	0.753541076487	0	0.0	1	-1	-0.123483273019	5	0.081252551733	
梦想的力量主要内容	1	6	0.669902912621	0	0.0	3	6	0.712396694215	1	0.0150323065364	-2	0	-0.0424937815935	-1	-0.0150323065364	
星三角启动接线图	4	9	0.933697347894	10	0.149323779643	5	10	1.0	6	0.0904989000071	-1	-1	-0.0663026521061	4	0.0588248796355	
董璇高云翔婚礼	6	10	1.0	11	0.166332517399	5	9	0.943543153796	13	0.191861247124	1	1	0.0564568462038	-2	-0.0255287297252	
2015年4月14日新股申购一览表	2	3	0.351851851852	2	0.0367495201302	4	7	0.776732249786	2	0.0311190605801	-2	-4	-0.424880397934	0	0.00563045955009	
bt软件	5	8	0.847729296527	6	0.102940543618	5	7	0.787632221318	2	0.031404689696	0	1	0.060097075209	4	0.0715358539222	
智取威虎山下载地址	4	10	1.0	7	0.0937112763321	4	9	0.933739527799	1	0.0138530776155	0	1	0.0662604722011	6	0.0798581987166	
黄山温泉哪个好	3	7	0.788732394366	4	0.0588820480284	5	8	0.897707231041	5	0.0534658756881	-2	-1	-0.108974836674	-1	0.00541617234029	
走进毛泽东观后感	3	5	0.594465648855	0	0.0	3	4	0.528455284553	0	0.0	0	1	0.0660103643021	0	0.0	
以乔四为原型的电视剧	3	8	0.833622183709	4	0.0584680406925	1	6	0.658823529412	0	0.0	2	2	0.174798654297	4	0.0584680406925	
2015年音乐风云榜	4	8	0.879347054649	14	0.188208568918	4	9	0.937544867193	8	0.101755530901	0	-1	-0.0581978125444	6	0.0864530380171	
收款委托书模板	2	2	0.308374384236	0	0.0	2	2	0.339658444023	0	0.0	0	0	-0.0312840597863	0	0.0	
瑞虎5和哈弗h6哪个好	3	6	0.661384487073	8	0.131182739024	3	10	1.0	3	0.0192225619267	0	-4	-0.338615512927	5	0.111960177097	
排球规则	6	9	0.935606060606	12	0.153318970373	4	7	0.777493606138	1	0.00695807176626	2	2	0.158112454468	11	0.146360898607	
摆盘花样+做法	3	7	0.792682926829	16	0.208192039169	2	8	0.814498933902	0	0.0	1	-1	-0.0218160070727	16	0.208192039169	
nba+2k+online盒子	4	6	0.613249776186	5	0.0787275395793	4	6	0.672316384181	0	0.0	0	0	-0.0590666079946	5	0.0787275395793	
电脑fps低解决办法	4	8	0.842493847416	9	0.137084452794	3	7	0.798663324979	3	0.0511460469355	1	1	0.0438305224368	6	0.0859384058581	
嗜血狂后鱼子兰	3	6	0.688929551693	12	0.142821673577	4	6	0.722709163347	2	0.0164491126403	-1	0	-0.033779611654	10	0.126372560936	
钢笔字比赛报道	2	4	0.469854469854	3	0.0526030033465	3	7	0.770851624232	1	0.0159693511054	-1	-3	-0.300997154377	2	0.0366336522411	
新时代通达信独立委托	3	8	0.859271523179	5	0.0666375341589	4	8	0.855120732723	2	0.0282431307244	-1	0	0.00415079045608	3	0.0383944034345	
经营设施+设备目录	3	5	0.535010940919	1	0.01845517477	3	7	0.761425959781	6	0.0802576034569	0	-2	-0.226415018862	-5	-0.0618024286869	
斗罗大陆2漫画全集	1	9	0.919886899152	9	0.143084135399	2	6	0.72641509434	9	0.137415666095	-1	3	0.193471804812	0	0.00566846930376	
商丘学院	5	8	0.896278218426	6	0.108919211324	5	10	1.0	3	0.0312973104539	0	-2	-0.103721781574	3	0.0776219008704	
谢文东4季电视剧+全集	2	5	0.603174603175	6	0.101218678302	3	6	0.696335078534	1	0.015871807076	-1	-1	-0.0931604753594	5	0.0853468712256	
魔兽世界坐骑	3	9	0.930041152263	13	0.187949577004	5	7	0.758109360519	0	0.0	-2	2	0.171931791744	13	0.187949577004	
面膜多久做一次	6	10	1.0	17	0.192212197031	5	10	1.0	14	0.154408373625	1	0	0.0	3	0.0378038234063	
资本运作正面报道	3	8	0.862012987013	10	0.163203664365	4	8	0.867175572519	5	0.0761970853574	-1	0	-0.0051625855061	5	0.087006579008	
蜘蛛侠电影	6	10	1.0	12	0.175058404175	4	10	1.0	7	0.0970648986357	2	0	0.0	5	0.0779935055397	
验证码接收平台	4	6	0.715956558062	8	0.134530874895	5	7	0.775580395529	1	0.0156398030173	-1	-1	-0.059623837467	7	0.118891071878	
过华清宫	5	7	0.780361757106	3	0.0592778306101	6	8	0.866153846154	1	0.0139916083916	-1	-1	-0.0857920890479	2	0.0452862222185	
龙魂至尊全集免费	2	4	0.498035363458	1	0.0165697738112	3	4	0.467346938776	0	0.0	-1	0	0.0306884246823	1	0.0165697738112	
剑灵动作快捷键	3	6	0.656565656566	5	0.0851920693928	3	8	0.819502074689	0	0.0	0	-2	-0.162936418123	5	0.0851920693928	
切开的水果怎么画	2	6	0.649845520082	5	0.0868590614819	4	9	0.91936978684	1	0.016857359508	-2	-3	-0.269524266757	4	0.0700017019739	
中南海的枪声	2	6	0.673076923077	5	0.0810962968259	2	4	0.474849094567	0	0.0	0	2	0.19822782851	5	0.0810962968259	
阅读的乐趣	3	5	0.568532818533	1	0.030392846378	4	7	0.801972685888	1	0.0138005242102	-1	-2	-0.233439867355	0	0.0165923221677	
qq三国boss精元怎么得	3	4	0.598942598187	4	0.0625119329732	3	7	0.772052401747	0	0.0	0	-3	-0.173109803559	4	0.0625119329732	
红楼梦在线阅读	2	4	0.512893982808	4	0.0863540013421	4	6	0.684782608696	3	0.045854743083	-2	-2	-0.171888625888	1	0.0404992582591	
星星诗刊	4	5	0.599434495759	2	0.0455749468307	4	8	0.85102739726	1	0.0155728518057	0	-3	-0.251592901502	1	0.030002095025	
公司绩效员工工资调整通知	2	4	0.454358974359	0	0.0	2	4	0.488235294118	1	0.0178324420677	0	0	-0.0338763197587	-1	-0.0178324420677	
7406芯片	3	6	0.661654135338	2	0.0317068228191	4	5	0.730484798685	4	0.0979099126018	-1	1	-0.0688306633469	-2	-0.0662030897826	
龙煤集团最新消息	1	4	0.447095435685	4	0.0699918246464	3	4	0.528880866426	1	0.0164161470299	-2	0	-0.0817854307413	3	0.0535756776165	
儿童经典诗歌散文朗诵	2	5	0.561403508772	4	0.0696306697204	4	6	0.666666666667	0	0.0	-2	-1	-0.105263157895	4	0.0696306697204	
项目合作协议书	3	3	0.376310272537	0	0.0	3	7	0.784475639967	2	0.0300397868028	0	-4	-0.40816536743	-2	-0.0300397868028	
蛋清蜂蜜面膜可以天天做吗	3	7	0.835271317829	0	0.0	4	6	0.716150081566	2	0.0499095358149	-1	1	0.119121236263	-2	-0.0499095358149	
世纪伟业家校通	2	3	0.329836829837	2	0.0393194166428	3	6	0.68115942029	1	0.0188292866554	-1	-3	-0.351322590453	1	0.0204901299875	
2014cad下载	3	9	0.924174843889	7	0.114961415889	3	7	0.807095343681	9	0.0645649398643	0	2	0.117079500209	-2	0.050396476025	
三菱plc仿真软件下载	4	8	0.855687606112	7	0.115508296464	5	9	1.0	2	0.0309771689498	-1	-1	-0.144312393888	5	0.0845311275139	
中央民族大学信息门户	2	3	0.39898989899	1	0.0170384138786	4	5	0.650186567164	2	0.0360040705563	-2	-2	-0.251196668174	-1	-0.0189656566777	
2034盒子破解版	3	8	0.842250922509	5	0.0844438881192	2	8	0.836312323612	2	0.0319096895579	1	0	0.00593859889681	3	0.0525341985613	
分家协议书范本	2	5	0.577397910731	0	0.0	3	5	0.644317252657	1	0.0148725191407	-1	0	-0.0669193419262	-1	-0.0148725191407	
电影爸爸去哪儿2在线观看完整版	3	8	0.863123993559	7	0.11354003915	3	5	0.667938931298	0	0.0	0	3	0.195185062261	7	0.11354003915	
2015驾驶证科目一练习	1	7	0.749508840864	7	0.115988416678	3	8	0.826347305389	1	0.0153583741608	-2	-1	-0.0768384645248	6	0.100630042517	
洛阳看牡丹哪里最好	3	7	0.800156739812	5	0.0660972952186	3	6	0.69527145359	1	0.0159274000955	0	1	0.104885286222	4	0.050169895123	
红与黑读后感	3	4	0.505813953488	1	0.0198319212703	3	4	0.574225122349	1	0.0148361263533	0	0	-0.0684111688607	0	0.00499579491703	
photoshop+cs3中文版	2	7	0.764705882353	7	0.121755753881	4	9	0.926083262532	2	0.0346767590948	-2	-2	-0.161377380179	5	0.0870789947867	
南国早报	5	7	0.790468364832	7	0.095143765674	4	4	0.603773584906	2	0.028797754561	1	3	0.186694779926	5	0.066346011113	
学会合作第二段仿写	2	6	0.664363277394	0	0.0	3	7	0.770448548813	0	0.0	-1	-1	-0.106085271419	0	0.0	
保定市直隶花园楼盘	3	8	0.846846846847	5	0.0759821159449	3	4	0.525885558583	1	0.0319048798613	0	4	0.320961288264	4	0.0440772360837	
德云社2015封箱完整版	4	10	1.0	11	0.169617410161	3	9	0.921550946799	6	0.108408885974	1	1	0.0784490532011	5	0.0612085241868	
关联词大全	4	6	0.67680608365	1	0.0194548885465	4	6	0.73536121673	1	0.0138320082959	0	0	-0.0585551330798	0	0.00562288025062	
三揭皇榜	3	6	0.738260200154	5	0.0910709124262	3	8	0.894359892569	2	0.0352632864003	0	-2	-0.156099692415	3	0.0558076260259	
消费税纳税申报表下载	3	4	0.509615384615	1	0.0162192593652	4	7	0.748554913295	2	0.0281958311438	-1	-3	-0.238939528679	-1	-0.0119765717786	
金地格林东郡	3	7	0.810792349727	11	0.193760537916	5	8	0.904918032787	6	0.0909090909091	-2	-1	-0.0941256830601	5	0.102851447007	
1997年巴西对阵法国，卡洛斯的重炮任意球	4	7	0.757834757835	2	0.0354554344641	3	5	0.617414248021	1	0.0159974414328	1	2	0.140420509814	1	0.0194579930313	
cf战队名字英文	2	6	0.669573643411	5	0.0817249502896	3	4	0.470588235294	1	0.0156075972709	-1	2	0.198985408117	4	0.0661173530187	
photoshop破解版下载	3	10	1.0	10	0.158547558685	4	9	0.929268292683	5	0.0773510716925	-1	1	0.0707317073171	5	0.0811964869923	
罗丹曾说过美是到处都有的	1	4	0.49504950495	0	0.0	2	5	0.574780058651	0	0.0	-1	-1	-0.0797305537005	0	0.0	
广西最低工资标准2015	3	4	0.479591836735	2	0.0344245504893	3	5	0.583732057416	1	0.0174058286211	0	-1	-0.104140220682	1	0.0170187218682	
3dmax2010中文版下载64位	4	9	0.926724137931	7	0.114198500192	4	10	1.0	2	0.0350640424867	0	-1	-0.073275862069	5	0.0791344577056	
个子矮微胖的穿啥衣服	4	9	0.931891025641	9	0.133898996759	5	9	0.928746928747	4	0.0891072891073	-1	0	0.0031440968941	5	0.0447917076518	
春天在说话伴奏	1	1	0.135593220339	1	0.0231260370067	2	6	0.6375	1	0.018946969697	-1	-5	-0.501906779661	0	0.00417906730973	
学习标兵申请书	1	2	0.271168274384	0	0.0	4	5	0.607046070461	0	0.0	-3	-3	-0.335877796077	0	0.0	
青岛理工大学	5	8	0.898568019093	7	0.120604909902	5	10	1.0	2	0.0572299204836	0	-2	-0.101431980907	5	0.0633749894187	
nvidia显卡驱动下载	3	6	0.672430355427	6	0.11104921276	3	10	1.0	5	0.073800894685	0	-4	-0.327569644573	1	0.0372483180751	
幼儿园看图编故事	4	5	0.630755864466	9	0.128163969265	4	5	0.638403990025	1	0.0151197763168	0	0	-0.00764812555926	8	0.113044192949	
上海地铁15号线最新线路图	4	5	0.652777777778	4	0.157333503414	4	7	0.767379679144	5	0.156784961919	0	-2	-0.114601901367	-1	0.000548541495105	
gta5联机	4	9	0.926308539945	15	0.19514168382	3	8	0.860240963855	1	0.0146097115736	1	1	0.0660675760895	14	0.180531972247	
2015国务院3号文件	3	6	0.666993143976	4	0.0660843476583	5	9	0.928395061728	1	0.0149704451927	-2	-3	-0.261401917752	3	0.0511139024656	
辛亥革命观后感	3	4	0.517679057117	0	0.0	3	3	0.470434782609	0	0.0	0	1	0.0472442745083	0	0.0	
国内外农村生活的资料	3	5	0.62588028169	0	0.0	3	7	0.739260739261	0	0.0	0	-2	-0.113380457571	0	0.0	
2015退休涨工资方案	3	6	0.662027833002	4	0.0670697007546	4	6	0.702054794521	2	0.0311457036115	-1	0	-0.0400269615186	2	0.0359239971431	
奥黛丽赫本最经典照片	3	8	0.854077253219	14	0.211383761188	5	9	0.925193465176	2	0.0187665129368	-2	-1	-0.0711162119574	12	0.192617248252	
魂斗罗4铁血兵团无敌	3	8	0.832167832168	8	0.130737060337	3	9	0.923482849604	1	0.0312145198689	0	-1	-0.0913150174364	7	0.0995225404686	
南方全球	4	7	0.805194805195	4	0.0515447814814	2	4	0.519337016575	1	0.0167487024946	2	3	0.28585778862	3	0.0347960789868	
优酷下载器	4	9	0.928330522766	7	0.111694991756	5	10	1.0	5	0.0684621920136	-1	-1	-0.0716694772344	2	0.0432327997428	
ps做立体字	4	10	1.0	17	0.231617842746	4	10	1.0	6	0.0924821886577	0	0	0.0	11	0.139135654088	
嘉善取力器	2	7	0.763450834879	7	0.0956714554696	1	3	0.307167235495	0	0.0	1	4	0.456283599385	7	0.0956714554696	
